horse_id,sire,sire_id,dam,dam_id,damsire,damsire_id
2016100614,オルフェーヴル,2008102636,フェアエレン,2009110056,Street Cry (愛),000a0103ba
2016100617,ヘニーヒューズ Henny Hughes(米),000a011155,プリティメイズ,1999104213,ゼネラリスト,1993109767
2016100752,スクリーンヒーロー,2004103328,マイネボヌール,2009105146,ロージズインメイ Roses in May(米),000a010a10
2016100763,ノヴェリスト Novellist(愛),000a012230,ミルルーテウス,2004103310,アグネスタキオン,1998101516
2016100930,カネヒキリ,2002100978,ワンモアグリッター,2005105310,ゴールドアリュール,1999106689
2016100952,スクリーンヒーロー,2004103328,メロークーミス,2008104870,ダンスインザダーク,1993109188
2016101093,ルーラーシップ,2007103143,ダンツクインビー,2002104803,スペシャルウィーク,1995103211
2016101493,パドトロワ,2007102760,セラフィーヌ,2007102813,ネオユニヴァース,2000101426
2016101650,タイキシャトル,1994109686,エイシンオーガスタ,2011105581,ハーツクライ,2001103038
2016101745,トゥザグローリー,2007103265,ラブリイステラ,2008101364,クロフネ,1998110135
2016101865,マツリダゴッホ,2003104570,アイリスモレア,2005101297,ショウナンカンプ,1998102595
2016101956,タイキシャトル,1994109686,カリオンレディ,2006104237,キングカメハメハ,2001103460
2016102073,モンテロッソ Monterosso(英),000a011b05,ステラーホープ,2005107027,グラスワンダー,1995108676
2016102080,ディープブリランテ,2009105084,マイユクール,2008101691,バゴ Bago(仏),2001190004
2016102111,ロードカナロア,2008103552,ルミアージュ,2010104342,ハーツクライ,2001103038
2016102133,ワークフォース Workforce(英),000a011a7f,シャムローグ,2009106141,ディープインパクト,2002100816
2016102142,ヨハネスブルグ Johannesburg(米),000a0103b9,アイアムネフライト,2009105693,アグネスタキオン,1998101516
2016102175,マンハッタンカフェ,1998101554,ビューティーコンテスト Beauty Contest(愛),000a00ff52,Singspiel (愛),1992190005
2016102177,ロードカナロア,2008103552,ホーマンフリップ,2008103375,フジキセキ,1992109618
2016102201,オルフェーヴル,2008102636,アヴェクトワ,2011103579,チチカステナンゴ Chichicastenango(仏),000a011135
2016102229,ザサンデーフサイチ,2004102855,ミサノグリーン,2008101833,タニノギムレット,1999100226
2016102333,キンシャサノキセキ,2003110212,ゴールドレリック Gold Relic(米),000a010b5e,Kingmambo (米),000a001d7e
2016102362,トゥザグローリー,2007103265,テツムーン,2009100341,アドマイヤムーン,2003102991
2016102370,オルフェーヴル,2008102636,アンジュシュエット,2011103131,フレンチデピュティ French Deputy(米),000a00013a
2016102412,カネヒキリ,2002100978,クリスティビーム,2006100392,ブライアンズタイム Brian's Time(米),000a000082
2016102442,ダイワメジャー,2001103114,ホッコーメモリー,1999101119,ダンシングブレーヴ Dancing Brave(米),000a0000cc
2016102446,キンシャサノキセキ,2003110212,ルスナイクリスティ,1998103463,リンドシェーバー,1988107894
2016102534,スズカフェニックス,2002107011,レアシルウィア,2003104007,ティンバーカントリー Timber Country(米),000a00035e
2016102550,ジャングルポケット,1998101786,オリヴェット,2002106318,ダンスインザダーク,1993109188
2016102663,クロフネ,1998110135,ハギノアーク,2009101332,アドマイヤムーン,2003102991
2016102767,ドリームジャーニー,2004102753,ザリーン,2004105217,メイショウオウドウ,1995101767
2016102801,トーセンジョーダン,2006103169,コスモハート,2006104848,マイネルラヴ,1995108558
2016102904,ブラックタイド,2001103312,ワイルドアフリカ,2005101227,ワイルドラッシュ Wild Rush(米),000a0003a1
2016103092,トゥザグローリー,2007103265,バーグドール,2004105658,サクラバクシンオー,1989108341
2016103252,トランセンド,2006104736,ピシーズクイーン,2007100030,アグネスデジタル,1997110025
2016103387,ダノンバラード,2008103548,ニシノマドカ,2007102514,ジャングルポケット,1998101786
2016103409,タイムパラドックス,1998101683,ホウライビクトリア,2006105807,コロナドズクエスト Coronado's Quest(米),000a0000b5
2016103444,ハービンジャー Harbinger(英),000a011996,ニシノヒナギク,2008104138,アグネスタキオン,1998101516
2016103690,スクリーンヒーロー,2004103328,クリノビリオネア,2006106125,ディアブロ Diablo(米),000a0000e9
2016103730,ドリームジャーニー,2004102753,ザッハトルテ,2007106175,クロフネ,1998110135
2016103884,ベルシャザール,2008103004,ノードラメール,2009110012,ロックオブジブラルタル,000a00fd4c
2016104152,プリサイスエンド Precise End(米),000a00fe9b,トーアティアレ,2007102474,ゴールドアリュール,1999106689
2016104227,マンハッタンカフェ,1998101554,メジロアリス,2005102027,アドマイヤコジーン,1996106512
2016104238,キングカメハメハ,2001103460,メジロマリアン,2006102668,メジロベイリー,1998101457
2016104252,ドリームジャーニー,2004102753,インディストラーダ,2006102733,マンハッタンカフェ,1998101554
2016104319,ディープインパクト,2002100816,ミゼリコルデ,2005110107,ファスリエフ Fasliyev(米),000a00fc4c
2016104335,ルーラーシップ,2007103143,リープオブフェイス,2007102686,クロフネ,1998110135
2016104451,ダンカーク Dunkirk(米),000a012185,カールファターレ,2007103149,キングカメハメハ,2001103460
2016104519,ジャスタウェイ,2009106461,スタイルリスティック,000a010cac,Storm Cat (米),000a001a98
2016104556,ハーツクライ,2001103038,トップモーション,2006103357,シンボリクリスエス,1999110099
2016104618,キングカメハメハ,2001103460,ポップコーンジャズ,2000101560,ダンスインザダーク,1993109188
2016104624,キングカメハメハ,2001103460,マシュマロ,2009106172,クロフネ,1998110135
2016104635,ディープインパクト,2002100816,ミスパスカリ,2001103436,Mr. Greeley,000a00213e
2016104656,ルーラーシップ,2007103143,ラルケット,2005102452,ファルブラヴ Falbrav(愛),1998190004
2016104665,ダイワメジャー,2001103114,リードストーリー Lead Story(米),000a011505,Editor's Note,000a002246
2016104668,ジャスタウェイ,2009106461,レイズアンドコール,2001103471,サクラバクシンオー,1989108341
2016104677,ベルシャザール,2008103004,レースウィング,1999107096,バブルガムフェロー,1993109219
2016104691,トーセンホマレボシ,2009106092,アイズオンリー,2010104010,ネオユニヴァース,2000101426
2016104711,ハーツクライ,2001103038,アビラ Abyla(英),000a0111cb,ロックオブジブラルタル,000a00fd4c
2016104762,ディープインパクト,2002100816,ザズー Zazu(米),000a012061,Tapit (米),000a011248
2016104851,ハービンジャー Harbinger(英),000a011996,マハーバーラタ,2008103336,ディープインパクト,2002100816
2016104874,ロードカナロア,2008103552,ラドラーダ,2006103419,シンボリクリスエス,1999110099
2016104877,ハーツクライ,2001103038,ラリズ La Liz(亜),000a011abb,Bernstein,000a010bae
2016104887,ハーツクライ,2001103038,レツィーナ,2004105815,キャプテンスティーヴ Captain Steve(米),000a000d9d
2016104926,ヴィクトワールピサ,2007102923,イマーキュレイトキャット Immaculate Cat(米),000a0120cf,Storm Cat (米),000a001a98
2016104946,オルフェーヴル,2008102636,エアトゥーレ,1997103456,トニービン Tony Bin(愛),1983109006
2016104982,ハーツクライ,2001103038,カウアイレーン,2006104791,キングカメハメハ,2001103460
2016104998,オルフェーヴル,2008102636,クィーンスプマンテ,2004103215,ジャングルポケット,1998101786
2016105014,ゴールドアリュール,1999106689,コーンドリー,2008102925,Indian Charlie,000a00fcd8
2016105042,ディープインパクト,2002100816,シャンパンドーロ Champagne d'Oro(米),000a0124c7,Medaglia d'Oro,000a010a65
2016105060,ドリームジャーニー,2004102753,ジャジャマーチャン,2008103040,アドマイヤコジーン,1996106512
2016105171,キングカメハメハ,2001103460,ピンクカメオ,2004100719,フレンチデピュティ French Deputy(米),000a00013a
2016105188,ロードカナロア,2008103552,フレンチノワール,2005102347,フレンチデピュティ French Deputy(米),000a00013a
2016105206,ディープインパクト,2002100816,プリンセスオブシルマー Princess of Sylmar(米),000a012942,マジェスティックウォリアー Majestic Warrior(米),000a011e9c
2016105223,ロードカナロア,2008103552,マイノチカラ,2001103107,サンデーサイレンス Sunday Silence(米),000a00033a
2016105239,ノヴェリスト Novellist(愛),000a012230,マルセリーナ,2008103009,ディープインパクト,2002100816
2016105272,ハービンジャー Harbinger(英),000a011996,ラブリネスオブパリ,2002100622,サンデーサイレンス Sunday Silence(米),000a00033a
2016105367,ディープインパクト,2002100816,キトゥンカブードル Kitten Kaboodle(米),000a012995,Kitten's Joy (米),000a0119b3
2016105526,オルフェーヴル,2008102636,メーヴェ,2008110046,Motivator,000a010c91
2016105681,ハーツクライ,2001103038,スプリングサンダー,2007100267,クロフネ,1998110135
2016105750,サダムパテック,2008102652,アニー,2008105007,ファンタスティックライト Fantastic Light(米),1996190005
2016105770,ダイワメジャー,2001103114,ファビラスタイム,2009105923,シンボリクリスエス,1999110099
2016105797,レッドスパーダ,2006105511,コウユーヒカリママ,2008100359,ロックオブジブラルタル,000a00fd4c
2016105885,ヘニーヒューズ Henny Hughes(米),000a011155,アンナータ,2010100658,アドマイヤムーン,2003102991
2016106022,オルフェーヴル,2008102636,ホエールキャプチャ,2008100544,クロフネ,1998110135
2016106263,ディープブリランテ,2009105084,エアラホーヤ,2003105451,ボストンハーバー Boston Harbor(米),000a00007c
2016106292,ルーラーシップ,2007103143,ラブフール,2007103423,ゼンノロブロイ,2000101517
2016106395,ディープインパクト,2002100816,エリモハルカ,2004106737,ナリタトップロード,1996102442
2016106594,ベルシャザール,2008103004,リスティアアスリー,2001101659,スピニングワールド Spinning World(米),000a000325
2016106606,トゥザグローリー,2007103265,レディーノパンチ,2006102867,フレンチデピュティ French Deputy(米),000a00013a
2016109087,スクワートルスクワート Squirtle Squirt(米),000a000da4,クサナギノツルギ,2007102814,デュランダル,1999106756
2016110104,War Front,000a011d00,A Star Is Born,000a013d36,Galileo (愛),000a00232b
2016110119,デクラレーションオブウォー,000a0136f6,Crescent Moon,000a013cf0,Seeking the Gold,000a001bea
2016110131,Central Banker,000a013eed,Our Miss Jones,000a013f15,Alphabet Soup,000a002286
2016110158,War Front,000a011d00,River Belle,000a013f80,Lahib,000a0020d4
2017100005,キズナ,2010105827,イニシャルダブル,2010103683,ウォーエンブレム War Emblem(米),000a00fa35
2017100084,キズナ,2010105827,ナムラシゲコ,2002105626,エンドスウィープ End Sweep(米),000a00010f
2017100091,ディープインパクト,2002100816,レジェトウショウ,2006101287,キングヘイロー,1995104427
2017100141,キンシャサノキセキ,2003110212,イエスアイキャン,2011100134,スマートボーイ,1995100385
2017100169,ワールドエース,2009106353,プルーフオブライフ,2008105369,Vindication,000a010544
2017100240,アドマイヤコジーン,1996106512,クラウンミストラル,2009104142,フジキセキ,1992109618
2017100316,ローズキングダム,2007103404,セミニョン,2008105508,マンハッタンカフェ,1998101554
2017100360,ハーツクライ,2001103038,クラリネット Clarinet(米),000a012167,Giant's Causeway (米),000a0022e1
2017100367,ロードカナロア,2008103552,サトノエカテリーナ,2011100389,ディープインパクト,2002100816
2017100392,ロードカナロア,2008103552,ダイワエルシエーロ,2001106188,サンデーサイレンス Sunday Silence(米),000a00033a
2017100403,ハーツクライ,2001103038,バートラムガーデン,2009102481,サクラバクシンオー,1989108341
2017100415,スピルバーグ,2009105961,ブレンダ,2006110015,ロックオブジブラルタル,000a00fd4c
2017100426,ディープブリランテ,2009105084,マジックミラージュ,2002110147,Giant's Causeway (米),000a0022e1
2017100434,タートルボウル Turtle Bowl(愛),000a012045,ランウェイスナップ,2005103128,Distant View,000a002161
2017100436,ディープインパクト,2002100816,ルアーズストリート,2007105554,キングカメハメハ,2001103460
2017100447,マジェスティックウォリアー Majestic Warrior(米),000a011e9c,リュクスメジャー,2009106549,ダイワメジャー,2001103114
2017100451,ワールドエース,2009106353,アイリッシュペコ,2011110060,Sea The Stars Sea the Stars(愛),000a011c78
2017100452,キングズベスト King's Best(米),000a0022d2,アトランティード,2010103760,Curlin (米),000a011734
2017100461,スウェプトオーヴァーボード Swept Overboard(米),000a00fa34,ナリタシークレット,2002106061,フジキセキ,1992109618
2017100464,ルーラーシップ,2007103143,ヒーラ,2009102525,ディープインパクト,2002100816
2017100583,ヴィクトワールピサ,2007102923,フギン,2010110143,ストリートセンス Street Sense(米),000a0113a2
2017100614,ヘニーヒューズ Henny Hughes(米),000a011155,ヤヤラーラ,2009106508,ゼンノロブロイ,2000101517
2017100641,ゴールドヘイロー,1997101264,ニシノマドカ,2007102514,ジャングルポケット,1998101786
2017100655,スピルバーグ,2009105961,ナックオフィス,1998106219,ジェネラス Generous(愛),000a000148
2017100660,アンライバルド,2006103308,プリンセスビジュー,2006105791,ホワイトマズル White Muzzle(英),1990109700
2017100728,キンシャサノキセキ,2003110212,カストリア Kastria(米),000a01069f,Kingmambo (米),000a001d7e
2017100811,オンファイア,2003102809,デルマトモエゴゼン,2013105482,キングカメハメハ,2001103460
2017100922,アンライバルド,2006103308,ファーマベリー,2012101486,アサクサデンエン,1999110191
2017100988,マジェスティックウォリアー Majestic Warrior(米),000a011e9c,オーパスクイーン,2007105507,スペシャルウィーク,1995103211
2017100992,ヨハネスブルグ Johannesburg(米),000a0103b9,サンデーローズ,2006102792,ブライアンズタイム Brian's Time(米),000a000082
2017101036,メイショウサムソン,2003102205,モエレエターナル,2006103788,ゴールドヘイロー,1997101264
2017101109,マジェスティックウォリアー Majestic Warrior(米),000a011e9c,スズノメヒョー,2004103045,バチアー Bachir(愛),000a00004b
2017101121,ロードカナロア,2008103552,ディープインアスク,2008106602,ディープインパクト,2002100816
2017101159,ルーラーシップ,2007103143,アイアムカミノマゴ,2006102871,アグネスタキオン,1998101516
2017101170,スマートファルコン,2005100097,シャーペンエッジ,2006103222,クロフネ,1998110135
2017101184,マジェスティックウォリアー Majestic Warrior(米),000a011e9c,プロミストスパーク,1999107050,フジキセキ,1992109618
2017101230,ロジユニヴァース,2006103140,ロジディオン,2007100718,サニングデール,1999109275
2017101322,ルーラーシップ,2007103143,チャオプラヤ,2011106514,ネオユニヴァース,2000101426
2017101355,ベーカバド Behkabad(仏),000a011dc0,クリノメダリスト,2006106767,ステイゴールド,1994108729
2017101376,ベーカバド Behkabad(仏),000a011dc0,トキノナスティア,2006104298,ニューイングランド,1997105461
2017101380,オルフェーヴル,2008102636,ルリニガナ,2008104407,スニッツェル Snitzel(豪),000a010eaa
2017101423,スクリーンヒーロー,2004103328,グレートキャティ,1996103011,サクラユタカオー,1982101222
2017101429,スクリーンヒーロー,2004103328,コスモクリスタル,2006105174,マイネルラヴ,1995108558
2017101436,ゴールドシップ,2009102739,サクセスストレイン,1998107219,ティッカネン Tikkanen(米),000a000d88
2017101448,リアルインパクト,2008103244,マリアヴェロニカ,2008103338,ジャングルポケット,1998101786
2017101489,ベーカバド Behkabad(仏),000a011dc0,イゾラトウショウ,2003105166,ティンバーカントリー Timber Country(米),000a00035e
2017101534,キズナ,2010105827,オーヴァーアンダー Over Under(米),000a011e0a,Seeking the Gold,000a001bea
2017101556,キズナ,2010105827,ライステラス,2008104574,ソングオブウインド,2003102461
2017101560,エスポワールシチー,2005102837,アルヴェナ Alvena(加),000a011ab9,Seeking the Gold,000a001bea
2017101562,サウスヴィグラス,1996110138,クィーンオブライフ,2008104581,タイキシャトル,1994109686
2017101571,ベーカバド Behkabad(仏),000a011dc0,イズミバード,2002102074,サンデーサイレンス Sunday Silence(米),000a00033a
2017101624,アスカクリチャン,2007104599,オーデコロン,2003100594,ボストンハーバー Boston Harbor(米),000a00007c
2017101707,ルーラーシップ,2007103143,トウカイメガミ,2003100591,サンデーサイレンス Sunday Silence(米),000a00033a
2017101719,ヘニーヒューズ Henny Hughes(米),000a011155,スペシャルディナー,2005107041,スペシャルウィーク,1995103211
2017101726,グランプリボス,2008103388,タガノティアーズ,2004100611,タニノギムレット,1999100226
2017101730,エイシンフラッシュ,2007102951,タガノラヴキセキ,2008105144,フジキセキ,1992109618
2017101746,エイシンフラッシュ,2007102951,クインズメンテ,2012100558,ゼンノロブロイ,2000101517
2017101767,オルフェーヴル,2008102636,ジョリーダンス,2001102114,ダンスインザダーク,1993109188
2017101771,エピファネイア,2010104155,ヤマニンカルフール,2000105064,エリシオ Helissio(仏),1993190001
2017101772,ディープインパクト,2002100816,ヤマニングルノイユ,2007104741,タイキシャトル,1994109686
2017101783,キズナ,2010105827,アルデュイナ,2007104743,クロフネ,1998110135
2017101804,キンシャサノキセキ,2003110212,ザナ,2008110037,Galileo (愛),000a00232b
2017101877,ベーカバド Behkabad(仏),000a011dc0,ヒカリヴィグラス,2006104810,サウスヴィグラス,1996110138
2017101915,ゴールドシップ,2009102739,トウホクビジン,2006100953,スマートボーイ,1995100385
2017101991,ジョーカプチーノ,2006100529,キクノセンヒメ,2006104949,キングヘイロー,1995104427
2017102011,メイショウボーラー,2001100650,グリーンオリーヴ,1997105297,サンデーサイレンス Sunday Silence(米),000a00033a
2017102043,タイムパラドックス,1998101683,ピンクサプライズ,2008109012,ネオユニヴァース,2000101426
2017102082,オルフェーヴル,2008102636,ウインルナ,2006104964,フレンチデピュティ French Deputy(米),000a00013a
2017102084,ハーツクライ,2001103038,ウエストローズ,2001102782,スピニングワールド Spinning World(米),000a000325
2017102145,ヴァンセンヌ,2009106525,ヴェアリアスローズ,2010106098,スターリングローズ,1997106560
2017102170,キズナ,2010105827,ゼフィランサス,2008105100,キングヘイロー,1995104427
2017102171,クロフネ,1998110135,ダンシングハート,2002102487,サンデーサイレンス Sunday Silence(米),000a00033a
2017102518,ヴィクトワールピサ,2007102923,エバーシャイニング,2007102977,ゼンノロブロイ,2000101517
2017102537,ローズキングダム,2007103404,エーシンシャイナー,2010104635,グラスワンダー,1995108676
2017102599,スマートファルコン,2005100097,アペラシオン,2009106077,アドマイヤムーン,2003102991
2017102603,ロードカナロア,2008103552,ニシノビギン,2001102686,パラダイスクリーク Paradise Creek(米),1989109110
2017102751,ワンダーアキュート,2006106794,ワンダーマッスル,1995107213,キンググローリアス King Glorious(米),000a000d48
2017102809,ヴィクトワールピサ,2007102923,シシャモチャン,2006100245,サクラバクシンオー,1989108341
2017102835,ロードカナロア,2008103552,サンコロネット,2006100285,スペシャルウィーク,1995103211
2017102838,ダイワメジャー,2001103114,スターズアラインド,000a013b87,Sea The Stars Sea the Stars(愛),000a011c78
2017102872,Speightstown (米),000a011200,ヴェイパー Vapour(英),000a01389a,Galileo (愛),000a00232b
2017102892,トビーズコーナー Toby's Corner(米),000a011fed,アクアブルーハート,2012105952,エンパイアメーカー Empire Maker(米),000a010542
2017102897,ルーラーシップ,2007103143,アグネスワルツ,2007102955,ゼンノロブロイ,2000101517
2017102927,キンシャサノキセキ,2003110212,ノースパストラル,2010102087,キングヘイロー,1995104427
2017102930,トゥザグローリー,2007103265,フォーモサマンボ,2011103180,ノボジャック,1997110152
2017102940,キズナ,2010105827,ルスナイクリスティ,1998103463,リンドシェーバー,1988107894
2017102946,バゴ Bago(仏),2001190004,イシス,2012100041,キングヘイロー,1995104427
2017102952,オルフェーヴル,2008102636,ナナヨーティアラ,2002103870,マイネルラヴ,1995108558
2017103000,ナカヤマフェスタ,2006102424,アートリョウコ,2011102182,タイキシャトル,1994109686
2017103005,ヴァンセンヌ,2009106525,ショウナンアオバ,2007103025,キングカメハメハ,2001103460
2017103020,メイショウボーラー,2001100650,サイレントイヴ,2008102830,アグネスタキオン,1998101516
2017103048,トゥザグローリー,2007103265,ミコノス,2005101745,With Approval,000a001c5f
2017103084,カリズマティック Charismatic(米),000a00fa33,ヨドノスマイル,2009101352,タイキシャトル,1994109686
2017103123,ヴァンセンヌ,2009106525,ヤマニンスフィアー,2000100679,ホワイトマズル White Muzzle(英),1990109700
2017103155,サウスヴィグラス,1996110138,サニーロック,2010102292,キングカメハメハ,2001103460
2017103165,メイショウボーラー,2001100650,デンコウデア,2009101334,スペシャルウィーク,1995103211
2017103184,フリオーソ,2004106867,エルシェロアスール,2010102325,アドマイヤジャパン,2002102324
2017103201,オルフェーヴル,2008102636,ダンシングクイーン,2006100664,Giant's Causeway (米),000a0022e1
2017103255,マツリダゴッホ,2003104570,アンカジャポニカ,2010110048,Authorized,000a01139f
2017103267,アイルハヴアナザー I'll Have Another(米),000a011ed3,オメガフレグランス,2007102877,ゴールドアリュール,1999106689
2017103278,マツリダゴッホ,2003104570,ケリーケイズプレジャー Kelly K's Pleasure(米),000a011173,Kelly Kip,000a0110a8
2017103283,スクリーンヒーロー,2004103328,シュヴァリエ,2011101881,フレンチデピュティ French Deputy(米),000a00013a
2017103285,アイルハヴアナザー I'll Have Another(米),000a011ed3,ジェルヴェーズ,2012104251,メイショウサムソン,2003102205
2017103290,キズナ,2010105827,タニノカリス,1997101986,ジェネラス Generous(愛),000a000148
2017103293,ブラックタイド,2001103312,タマヒカル,2002102475,パラダイスクリーク Paradise Creek(米),1989109110
2017103295,マツリダゴッホ,2003104570,チェアユーアップ,2006100751,エアジハード,1995107978
2017103299,ジョーカプチーノ,2006100529,トーセンイレイシャ,2000101777,Silver Hawk,000a0019b4
2017103309,Dark Angel,000a0122b4,ビーコンターン Beacon Tarn(英),000a0137a0,Shamardal (米),000a010c92
2017103353,スピルバーグ,2009105961,コリンズグラス,2002100977,グラスワンダー,1995108676
2017103378,リアルインパクト,2008103244,ベルモントピノコ,2002100208,アジュディケーティング Adjudicating(米),000a000d5d
2017103381,シニスターミニスター Sinister Minister(米),000a011099,マンボビーン,2008100167,スズカマンボ,2001103890
2017103384,スピルバーグ,2009105961,ヤマカツマヤリス,2007100146,クロフネ,1998110135
2017103437,ダノンシャンティ,2007105709,アンプリペアード,2008110135,More Than Ready,000a00fcdd
2017103493,ゴールドアリュール,1999106689,ハードデイズナイト,2010102670,サウスヴィグラス,1996110138
2017103575,カレンブラックヒル,2009106230,ケイアイエーデル,2005106637,トワイニング Twining(米),000a000006
2017103607,キズナ,2010105827,ミヤビグレイス,2007101118,キングカメハメハ,2001103460
